Тула	555555	74872333888
Тула	Поехали	74872777070
Тольятти	Rutaxi	78482555551
Тольятти	Элит	78482702702
Тольятти	Максим	78482900000
Тольятти	Майами	78482555555
Тольятти	Red Taxi	78482505505
Тюмень	Максим	73452666666
Тюмень	Rutaxi	73452650000
Тюмень	Rutaxi	73452565565
Тюмень	НонСтоп	73452333333
Тюмень	НонСтоп	73452685888
Тюмень	Олимп	73452555555
Сочи	Red Taxi	79181900000
Сочи	Максим	78622222222
Сочи	Максим	78623333333
Сочи	Rutaxi	78622444444
Сочи	Rutaxi	78622715555
Калининград	Максим	74012666999
Калининград	Максим	74012999666
Калининград	Rutaxi	74012666111
Калининград	Rutaxi	74012605060
Мурманск	Rutaxi	78152999888
Мурманск	Народное	7,88153E+11
Уфа	Rutaxi	73472799090
Уфа	Сатурн	73472676767
Уфа	Мотор	73472900900
Уфа	Мини	73472953333
Уфа	Максим	73472777777
Уфа	2400400	73472400400
Оренбург	Rutaxi	73532431010
Оренбург	Максим	73532444444
Оренбург	Белое	73532440000
Оренбург	Белое	73532438888
Оренбург	Мини	73532431516
Оренбург	ГОСТ	73532565656
Оренбург	Единая служба	73532400000
Пермь	Перемен	73422145214
Пермь	Rutaxi	73422700006
Пермь	Rutaxi	73422155555
Пермь	Rutaxi	73422197777
Пермь	Альфа	73422203030
Пермь	Максим	73422555555
Пермь	Максим	73422600000
Пермь	Зебра	73422700777
Пермь	Вест	73422018880
Пермь	Другое	73422066000
Пермь	Минимум	73422030800
Пермь	Минимум	73422700575
Воронеж	Максим	74733000000
Воронеж	Максим	74732020202
Воронеж	Таксолёт	74732222222
Воронеж	Rutaxi	74732008010
Воронеж	Rutaxi	74732000999
Воронеж	Сатурн	74732200000
Воронеж	iTaxi	74732777777
Воронеж	Успех	74732009999
Воронеж	Тройка	74732333322
Воронеж	Желтое такси	74732727727
Ижевск	373	73412900373
Ижевск	373	73412930373
Ижевск	434343	73412434343
Ижевск	434343	73412444444
Ижевск	434343	73412606060
Ижевск	Rutaxi	73412333303
Ижевск	Альянс	73412601010
Ижевск	909090	73412909090
Ижевск	909090	73412670144
Ижевск	Блюз	73412422224
Ижевск	Виктория	73412422222
Ижевск	Виктория	73412541541
Ижевск	Единая служба	73412773304
Ижевск	Любимое	73412555222
Ижевск	Любимое	73412559559
Ижевск	МИГ	73412454040
Ижевск	МИГ	73412554040
Ижевск	МИГ	79014577169
Ижевск	АГАТ	73412421111
Саратов	Алло	78452777777
Саратов	Алло	78452900000
Саратов	Максим	78452999999
Саратов	Rutaxi	78452575757
Саратов	Метро	78452555555
Омск	Юнис-Лада	73812606060
Омск	Юнис-Лада	73812530303
Омск	Юнис-Лада	73812770000
Омск	Юнис-Лада	73812511111
Омск	Юнис-Лада	73812555555
Омск	Юнис-Лада	73812366666
Омск	Юнис-Лада	79620500000
Омск	Юнис-Лада	79043205050
Омск	Юнис-Лада	79609803333
Омск	Семерка	73812777888
Омск	Семерка	73812999999
Омск	Семерка	73812333333
Омск	Семерка	73812777000
Омск	Семерка	73812388888
Омск	Семерка	73812288888
Омск	Семерка	73812777777
Омск	Семерка	79507887777
Омск	Семерка	73812501010
Омск	Максим	73812222000
Омск	Rutaxi	73812360000
Омск	Rutaxi	79620504444
Омск	Rutaxi	73812454444
Омск	Rutaxi	73812325325
Омск	Rutaxi	73812322222
Омск	ФСТ	73812510000
Томск	Максим	73822900000
Томск	Максим	73823903390
Томск	Максим	73822900500
Томск	Е	73822500000
Томск	Rutaxi	73822999999
Томск	Rutaxi	73822900613
Томск	Пятерочка	73822552255
Томск	Пятерочка	73822225522
Томск	Пятерочка	73822224422
Томск	Пятерочка	73822232222
Томск	Пятерочка	73822442244
Томск	Пять девяток, ноль	73822999990
Новосибирск	Rutaxi	73833191919
Новосибирск	Rutaxi	73833999999
Новосибирск	Гранд Авто	73833551010
Новосибирск	Globaxi	73832011111
Новосибирск	Атлас	73832383383
Новосибирск	Мой город	73832212212
Новосибирск	Классик	73832555111
Новосибирск	Классик	73832040404
Новосибирск	Zebra	73832333233
Новосибирск	West	73832333344
Новосибирск	Юнис-Лада	73833151515
Новосибирск	Юнис-Лада	73833101010
Новосибирск	Юнис-Лада	73833222222
Новосибирск	Блюз	73833305050
Новосибирск	Блюз	79139305050
Новосибирск	Блюз	73833301010
Новосибирск	Кабриолет	73833232323
Челябинск	Максим	73512888888
Челябинск	Максим	73512181818
Челябинск	Rutaxi	73512455555
Челябинск	Rutaxi	73512114555
Челябинск	Двойки	73512222222
Рязань	Максим	74912500600
Рязань	Максим	74912466000
Рязань	Rutaxi	74912700100
Рязань	Rutaxi	74912600700
Рязань	Нео	74912505050
Рязань	Нео	74912666666
Рязань	Нео	74912600600
Рязань	Нео	74912707707
Хабаровск	Максим	74212910000
Хабаровск	Максим	74212999999
